231888	6.2	0.00139706	-0.77301636
231888	6.1	0.00139706	-0.77301635
231888	5.1	0.00139706	-0.77201635
91648	6.4	0.00173718	0.46981146
35983	6.4	0.00224748	1.03951243
248097	6.5	0.0024836	-0.92672547
53568	6.3	0.00317992	0.78982136
231895	5.7	0.00469057	-0.85189356
53573	6.4	0.00576431	0.8723414
248103	5.4	0.00581929	-0.87855123
258207	4.7	0.00696285	-1.34504958
21009	5.7	0.00704786	1.06854293
